ArticyId	TermType	ConvTitle	Actor	En	Zh
ik0rpoexw_ex7ymh	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Kim Kitsuragi	"That's what I'm afraid of," he mumbles. More to himself than anyone else. "We better solve this thing fast."	
jhjqffc0zceaz5gn	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Esprit de Corps	I can't believe I've climbed aboard the piss-train.	
kb1cbphs1nvwcb11	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Rhetoric	But the lieutenant isn't going to shit-test you. You've got multiple valid options here.	
kfrkiuvih9rcdoai	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Kim Kitsuragi	"The problem is..." the lieutenant says, glancing at the lapels, sleeves, and studs, "it really *does* look cool to have both of these jackets on right now."	
kzoazazfvmmt2wd5	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	You	"Wish you could see yourself right now, Kim." (Wipe your eye.)	
mx45ygfo0nl56wxx	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Inland Empire	Feels like you've failed the biggest shit-test of them all...	
oczns153kkq2z5j7	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Suggestion	Of course, if being outside, looking like a rock-lion is making you 'feel silly', then just drop the whole thing.	
ost86mecx83v5ojc	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	You	"You will *not* regret this, lieutenant!"	
ox8vuacurlw8k9i1	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Reaction Speed	Plough ahead! Don't let him slow you down.	
pqeae_31zw8rldn7	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	You	Wait, what 'shit-test'?	
q0hiiau6ca8899oj	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Conceptualization	'Subtle' like the aesthetic cacophony the two of you are making right now? Look at this shit. The visual fields make no sense. You're like a pair of white socks in brown sandals right now. It's disgusting.	
qgrekchzdpl7v7q_	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Reaction Speed	Doesn't need to, your shit is compact as a diamond.	
qnuf4sx4uk9rwsgc	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	You	"Kim, you and I -- this dynamo duo -- me in the 'Fuck the World' jacket and you in that old bomber jacket... Visually it just doesn't make sense any more."	
qw4kkct_ihxlgz80	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Suggestion	He means it. The moment your jacket comes off, so does his. That means you're probably going to have to keep fucking the world till the end of days.	
qwd0fmr40k0zygl1	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	You	"Fortunately for you, I'm *still* holding on to this sweet-as-fuck 'Pissf****t" jacket... Funny how life is sometimes..."	
r8pf61umvultyl7o	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Endurance	A shit-test is something wömen give men to see how strong their frame is, how confident they are. Fail it and they'll bail for another, more dominant alpha-male. It's in their nature.	
r8vq2mi4y5xcy6z7	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Kim Kitsuragi	A long moment passes as the lieutenant considers his words.	
rp_9o_56nwnnb5se	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Kim Kitsuragi	"Detective... what are you talking about?"	
s_am_8ylx5p09l4e	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	You	"Piss and Fuck on the case, all-in, busting the bank!"	
s46ar5z9hvqwvnk6	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Kim Kitsuragi	"The odds are *very high*, officer. It's situations like this that make me afraid I'll end up being the cretin-cop with 'Pissf****t' on his back..."	
sxv3w6u0ulzkwuvg	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Kim Kitsuragi	"Yes, you're really showing off that... aggressive slogan there."	
t0e6khb39plvnz3f	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	You	"Imagine two cops, who've only known each other for a few days, yet such is their devotion, their bond, that they don *these* two jackets -- 'Fuck the World' and 'Pissf****t'..."	
tfexnpsqus068c2c	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Suggestion	Good. Step one complete. Now, let the lieutenant feast his eyes on the fruit of the tree of cool.	
tigjcv05zmlbiawq	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	You	"You said you'd wear 'Pissf****t', but you realised you're more 'Fuck-the-World'. And that's totally fine..."	
tjz3_tbi42aj3m4n	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	You	"Lieutenant, I'm gonna be honest for a moment: You look like shit."	
ubvc3xia_6nxxp93	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Kim Kitsuragi	"Very rock and roll, but is now really the time?"	
uln_tp4t4d9s8rdq	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Kim Kitsuragi	"I can't believe you talked me into this," he mumbles. "We better solve this thing fast."	
v12tukx0x02tbwkj	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Kim Kitsuragi	"I agree. Fortunately we have plenty of work to occupy us. Let's get back to it."	
wcpzoy0yetsizmav	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Kim Kitsuragi	"I know exactly what you're trying to do, detective, and it's *not* going to work."	
xz05_57zdd70f_kp	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	You	"The RCM isn't gonna solve this, Kim. You and I are. Together." (Hold out the jacket.)	
y8l7oosnmp47e2_6	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Composure	He's looking around nervously, regrets putting the jacket on, wants to take it off.	
ygnsa_x3ia096sls	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	You	Shake the lapels of your jacket and look at the lieutenant defiantly.	
yj45ur__0gkfh76p	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	You	Hold on... 'Frame-control'? 'I-wanna-have-fuck-with-you' kind of frame-control?	
yq6k2ax7mx1b7hk9	Dialogue Text	Flow – PLAZA / SUGGESTION JACKET EPIC / Flow – EPIC SUGGESTION	Kim Kitsuragi	"I disagree," he says with a small nod. "In fact if we were to do a poll right now, a little 'who looks like shit'-poll, I'm fairly confident you'd come out on top."	
